TransactionAmount,TransactionFrequency,AccountBalance,Liabilities,Equity,BusinessCategory,Location,Month,Profit
43106.163871189,37,72327.88371685031,13689.945572492434,58637.938144357875,Manufacturing,Urban,11,7130.049835152862
844.1304612939398,43,433683.5921488047,86050.22640375161,347633.36574505304,Service,Urban,9,38013.269288069016
25781.991477589505,6,129304.20451838494,63873.75651511286,65430.44800327208,Service,Urban,12,17064.61130157755
21161.84465586456,39,329338.21747637447,153412.21967465573,175925.99780171874,Manufacturing,Suburban,9,26063.895460403448
11494.336618301148,46,407236.10471327044,74082.21414400409,333153.89056926634,Retail,Rural,2,35101.35934550188
6433.335683017299,24,310899.84248052066,190068.88328139458,120830.95919912608,Manufacturing,Suburban,8,23984.38540373842
17211.950984479583,11,431186.96350700344,192650.48958261794,238536.4739243855,Manufacturing,Urban,10,37317.361668420774
47174.0303436697,13,202272.9235489525,126077.17509245306,76195.74845649944,Manufacturing,Urban,11,23387.930516082284
16498.545135027383,34,478548.8734179847,186088.75596790217,292460.11745008256,Service,Suburban,12,46143.60112773697
26180.13577629662,25,75241.0520472675,153366.59718032664,-78125.54513305915,Retail,Urban,5,3119.439033829636
35299.4384653113,7,60053.26953219367,111637.62999014961,-51584.36045795594,Retail,Urban,4,9081.296395749168
18499.665317775052,4,332759.15164164733,40160.047407441736,292599.1042342056,Manufacturing,Suburban,10,32434.831815968588
48603.213094687555,8,471987.25929249823,94426.5989851988,377560.66030729946,Service,Suburban,5,47951.391169780356
48141.14109963451,20,406352.89620180073,114370.52035571043,291982.3758460903,Manufacturing,Suburban,4,43121.19867987136
12963.223643355526,29,47444.2611246452,173472.50824332697,-126028.24711868177,Service,Urban,8,-3830.380506998882
25113.80104167308,45,146890.17982801102,98860.00842445465,48030.17140355638,Service,Urban,4,12524.75876409908
15393.476335930098,46,465856.2535705336,180046.56117220153,285809.69239833206,Service,Rural,10,46488.62965464011
14599.604471684646,10,133998.6320723844,136498.05090957644,-2499.418837192032,Service,Rural,12,8224.36428591878
2325.9038940493733,43,392773.5076555904,31714.81729546592,361058.6903601245,Retail,Suburban,6,34842.257318196294
30673.434532004892,34,414314.77600506484,199021.36701839312,215293.4089866717,Service,Rural,2,37755.49002622776
25382.611649828643,26,252771.53069588108,107810.36884701296,144961.16184886813,Service,Urban,5,25484.296652845227
3048.198186874473,41,199310.9658256746,81412.36779977038,117898.59802590421,Manufacturing,Rural,6,10535.711681983481
14292.999979712265,49,230560.97188568223,133527.18407155765,97033.78781412457,Manufacturing,Urban,5,17746.306621313575
45459.16135534936,3,121212.70023902843,26234.196226302618,94978.50401272581,Retail,Suburban,12,18207.9708631646
12358.313588015135,6,445801.54890313366,129125.0361169041,316676.51278622955,Manufacturing,Suburban,2,39734.84443352882
7672.296168515543,5,230803.63179758136,102156.02009735823,128647.61170022313,Service,Urban,7,23134.66327378326
24727.911633739368,5,442405.1258234889,84301.4436497237,358103.6821737652,Manufacturing,Rural,4,45654.38208242499
49289.697478474736,47,61789.8051540743,190838.90412988534,-129049.09897581104,Retail,Suburban,8,12634.661541534764
12481.735939819271,23,494254.8827900644,106895.24476275039,387359.638027314,Manufacturing,Suburban,7,46518.7714493887
33770.70959659099,49,227203.81284737296,47727.908496637996,179475.90435073496,Manufacturing,Rural,7,35968.56418112392
38200.17095877152,9,33437.101993111675,94497.87847857324,-61060.77648546157,Retail,Rural,9,3954.9753984785466
12263.058427623784,35,28630.70563635291,184280.54389167117,-155649.83825531826,Retail,Urban,1,-7746.156851249132
36546.709256287046,20,375641.5561661009,39338.616909465956,336302.9392566349,Service,Rural,10,45643.07999627908
18705.265069603036,49,332927.4117598036,46721.6225442062,286205.7892155974,Manufacturing,Rural,6,41518.12275001575
31799.138614382184,42,403043.9734825179,7540.765712631332,395503.20776988653,Service,Rural,6,39393.17026257052
31859.720682664287,35,61630.09163687492,7767.0596321746,53863.03200470032,Manufacturing,Urban,6,11161.647077540043
27020.846861700546,18,27429.72484741869,166731.36725690996,-139301.64240949127,Manufacturing,Urban,12,-3243.3362311928745
4969.343617693211,17,259203.85182931344,147763.90833437638,111439.94349493706,Service,Suburban,6,20240.313554711567
41847.47353166728,24,199921.66342655706,74233.00600813187,125688.6574184252,Manufacturing,Urban,12,24700.10036607959
16378.613216100925,3,236353.9989687683,141170.6756593767,95183.32330939162,Manufacturing,Suburban,10,26579.49499526679
9732.666264792784,32,495878.32034643425,82065.15563044419,413813.1647159901,Manufacturing,Rural,7,46889.083541705855
2518.369506960814,35,485667.4792586284,190814.87521957635,294852.60403905204,Retail,Suburban,10,46403.598561127335
29749.20068781797,38,471734.54093986447,193575.2728780768,278159.2680617877,Service,Suburban,6,41869.028907552776
34039.43591119298,13,394082.9116161602,81594.78628282197,312488.1253333382,Retail,Rural,1,46768.8484052396
1321.0975319288796,47,183872.2665258763,171573.27173646927,12298.994789407036,Service,Suburban,3,11216.097712833536
25848.606385814408,25,211944.15582875808,155752.3631310059,56191.792697752186,Service,Urban,2,27225.94569690562
11711.540872297928,9,279311.861422273,65449.98774849891,213861.87367377407,Manufacturing,Urban,6,19615.920615189796
32436.05312526777,4,416961.88363837154,50247.76663571566,366714.11700265587,Service,Urban,8,39851.722068305804
9131.138235747076,14,43669.28793395121,94355.7568266026,-50686.4688926514,Retail,Urban,3,10633.480022506337
34701.418036072064,37,217905.47408359518,157363.0239198092,60542.45016378598,Retail,Suburban,10,17196.354352151702
19643.3996418766,34,50482.65509504166,192232.71802210537,-141750.06292706373,Retail,Suburban,8,-3983.7072536050887
46868.134442468356,11,262182.2174210207,153897.91842898165,108284.29899203902,Service,Rural,8,23518.334781647387
7307.286735226666,41,450461.40376305534,171765.36207858214,278696.04168447317,Retail,Suburban,5,43661.55940209038
17382.784376987795,3,393417.61303632957,122597.53970325073,270820.0733330788,Service,Suburban,8,30421.153127742364
6116.939301409159,28,121642.78459612388,167904.52701421455,-46261.74241809067,Retail,Suburban,6,5104.692030571798
46272.33410478886,29,488235.5163034083,157962.06731066643,330273.4489927419,Retail,Rural,5,48851.8059768626
43928.29799235856,9,337001.6950427499,78512.18067562462,258489.5143671253,Service,Urban,9,43742.79798648765
13268.110571900203,3,15109.572704727503,112638.10891354061,-97528.53620881311,Retail,Suburban,7,-4285.739372482464
33169.21027869186,25,135152.60749575758,161926.8587879905,-26774.25129223292,Manufacturing,Rural,8,14129.122761480976
40952.49890996018,34,137749.51696075912,13981.063167041493,123768.45379371764,Service,Rural,1,15410.317452829526
27982.440174173385,12,43934.61008007137,162575.46005938682,-118640.84997931545,Service,Rural,11,13230.881233258477
26717.70362862232,42,480314.9938572052,39688.18418955957,440626.8096676456,Service,Urban,2,50192.66927869847
12471.688399572358,9,244345.09434220265,105363.3053386806,138981.78900352205,Manufacturing,Suburban,8,21704.499271627545
5108.587006392011,15,448949.1527122222,162613.71071340784,286335.44199881435,Service,Rural,12,46059.71893108294
44912.18001868967,40,167885.5966878679,54495.1102405555,113390.48644731239,Retail,Urban,9,20112.876288970903
45070.69382958486,25,71364.4495120853,52932.450664699834,18431.99884738546,Retail,Rural,4,21840.87289858359
31838.522135026764,5,242424.6938540448,83539.05770013912,158885.63615390568,Retail,Rural,12,24375.865056713075
17281.974656910683,11,65838.7510100154,179455.34552763874,-113616.59451762334,Service,Rural,10,4425.993675108035
17785.873943326715,34,248147.59645899455,5086.342380255537,243061.254078739,Retail,Rural,11,25254.20911475553
36434.80610407685,24,460945.6187975098,180769.7038451773,280175.9149523325,Service,Rural,10,37562.85568258382
44906.95786765256,15,265176.38949876424,34992.369805113514,230184.0196936507,Retail,Urban,9,35822.38378585434
44410.778001123304,38,312084.8661785909,198066.843333159,114018.02284543193,Manufacturing,Suburban,4,33386.81705634347
39103.83951995238,8,86752.83411716607,191195.16364250128,-104442.32952533521,Manufacturing,Suburban,10,356.8644219508242
32280.566484637246,5,31430.45668118505,101461.66197030025,-70031.2052891152,Manufacturing,Suburban,10,2990.78427198738
4664.928267254917,48,64295.90146810545,104980.4483234625,-40684.546855357046,Manufacturing,Suburban,10,8117.348191772938
8500.621347683382,26,303280.4720853392,98902.12135379159,204378.3507315476,Service,Urban,9,30083.660164364068
44978.43233209042,18,56555.73250622928,128911.5109036069,-72355.77839737762,Retail,Urban,11,6229.6091629404145
30518.2384531497,6,194236.5160712426,22690.731935811553,171545.78413543105,Manufacturing,Urban,7,21405.134192791345
955.2540550231676,37,279545.05082449643,11360.49992660547,268184.55089789093,Service,Rural,2,37318.752522797884
5522.841371868589,48,200439.87132862504,16252.071041100276,184187.80028752476,Manufacturing,Rural,9,13101.291506166915
33343.337570848766,13,90205.06271799773,91651.24310209531,-1446.1803840975772,Manufacturing,Rural,4,10810.618758821749
750.548400387825,28,144157.7406819122,58731.84814779926,85425.89253411294,Service,Suburban,8,4305.806972409101
8459.998545166183,5,464875.5910958027,126297.71466234379,338577.87643345894,Service,Rural,7,48438.74630971773
27662.32257364601,13,341231.31503731414,198526.2464280819,142705.06860923223,Retail,Suburban,7,29693.665636014834
34748.81228578831,17,253063.44095314443,80333.01874991086,172730.42220323358,Retail,Rural,8,29130.32603882374
32772.08234537873,40,16230.296093577825,116899.0445503801,-100668.74845680228,Manufacturing,Suburban,1,16176.955399052567
11601.330818297709,45,496283.5462398404,86042.75970193042,410240.78653791,Manufacturing,Rural,5,44679.11942386509
35752.871456703026,32,339012.9180983752,170217.97520576257,168794.94289261263,Retail,Rural,2,41283.84691118267
12243.829831091603,29,165292.01389902303,180936.09867513643,-15644.084776113392,Retail,Urban,2,7977.502850322862
16607.285058883754,3,440841.64339894074,176084.3443800257,264757.29901891504,Service,Rural,1,37433.84184474505
37451.324553342194,40,136631.49394299087,195002.58654245522,-58371.09259946435,Retail,Rural,5,24594.16126094776
32656.828502837125,34,276568.12379954825,10366.241102380982,266201.8826971673,Retail,Urban,2,32864.414139094835
42536.55881946181,40,321674.6742276143,168764.15161837856,152910.52260923575,Manufacturing,Suburban,4,25364.71458425863
33051.838168867,27,118321.05201232694,151595.57374262318,-33274.52173029624,Retail,Urban,3,12272.288088506497
28631.275865105847,13,489414.666612292,49595.409833071135,439819.2567792209,Manufacturing,Urban,3,51324.2672167618
5136.901007490577,45,376614.0339297088,191482.41821056788,185131.61571914094,Retail,Suburban,2,30950.141892609903
18701.93225144196,33,283328.4805004243,33894.69600483937,249433.7844955849,Service,Rural,6,29710.510733450006
13627.51720024541,6,98491.35310589743,137512.23579111212,-39020.88268521469,Retail,Suburban,2,16776.750042107044
12577.487347264638,24,36390.5214290328,48853.59227910294,-12463.070850070137,Retail,Rural,8,6495.54919258074
48664.02246024606,19,166829.3179352819,89119.22651094456,77710.09142433734,Retail,Rural,8,16584.951821401086
19958.33737100464,16,379061.79459756735,145236.17990419094,233825.6146933764,Manufacturing,Suburban,12,35258.77194886739
44656.30448126711,40,141972.3361679923,114848.3051964441,27124.0309715482,Service,Urban,5,13387.930132395253
31741.361986864515,28,274382.5480427975,88362.85710898179,186019.6909338157,Retail,Suburban,10,28129.815133688793
39843.159525311596,33,366694.11659806414,68635.9940317375,298058.12256632664,Manufacturing,Rural,7,36654.040310447745
25380.53610870701,48,62892.42017676753,168733.63286321412,-105841.21268644658,Service,Suburban,4,13464.260212287563
29056.742289004775,41,345796.02789677796,33043.79831138867,312752.22958538926,Manufacturing,Suburban,1,35281.83825601821
24879.625844033762,13,55016.73497792191,88870.06092331102,-33853.32594538911,Manufacturing,Rural,11,9471.917380404078
10164.527896003203,43,482913.5736422283,181232.72649615273,301680.84714607557,Service,Urban,2,39645.229509232704
36261.37970544452,45,249313.1237318204,169940.6623396937,79372.46139212672,Retail,Suburban,10,17894.48933442231
14398.231940822361,25,83831.29277783992,83183.6436822441,647.6490955958143,Manufacturing,Rural,10,8091.839996333792
1703.640338356965,42,177767.98165643777,153806.13090225513,23961.85075418264,Manufacturing,Rural,4,12430.678873630946
32450.878647404807,36,212574.0601546781,165516.36198822755,47057.698166450544,Retail,Suburban,1,22264.896309309963
9266.978630648922,27,381510.6554275033,178333.0476807078,203177.6077467955,Retail,Urban,8,17976.71311214001
47052.69992546926,38,374277.6551775386,111178.62496459945,263099.03021293913,Service,Suburban,9,35105.145686272284
47719.464561628076,7,309850.8476152922,44869.872780668804,264980.9748346234,Service,Urban,4,43073.25762993081
45785.7873159122,5,61906.04915366155,54785.26991826667,7120.779235394883,Service,Urban,10,7990.464069591302
18822.8556626445,43,84268.99207796005,62660.46143811282,21608.53063984723,Retail,Urban,3,10073.167519969818
1265.1025181789378,45,55940.891116322746,120791.48375787503,-64850.592641552284,Manufacturing,Urban,2,-6482.588048769617
46451.768848092404,31,292814.66381089954,11397.876705078645,281416.7871058209,Manufacturing,Suburban,5,41659.931826246706
21695.11534170706,23,439797.83634058794,129028.28141209381,310769.55492849415,Service,Rural,3,46523.74061177339
48349.41354266164,42,222562.25100483818,76049.07649350524,146513.17451133294,Retail,Rural,10,31783.203515202717
48199.18886591802,10,88815.60523929563,62572.15148548022,26243.45375381541,Manufacturing,Rural,7,20555.574784607146
42723.96804563433,32,283440.73932299385,176501.83129198465,106938.9080310092,Service,Rural,11,35883.276701324685
15075.220157444492,43,407758.58626419783,94700.46713825579,313058.11912594206,Manufacturing,Rural,6,33185.50864295103
19562.3375657953,30,373438.9101413357,23535.343878875094,349903.5662624606,Manufacturing,Rural,1,36136.23167759206
42631.265240084416,39,441910.8820407605,166215.61976511817,275695.2622756423,Retail,Suburban,12,48894.278115356
16187.639255235745,31,146172.02765194525,14290.045200118788,131881.98245182645,Retail,Urban,8,22791.327215423138
8889.890960961578,18,105037.39496120968,146716.09871279835,-41678.70375158868,Manufacturing,Rural,2,1574.1979848137398
28061.662491688334,36,441110.07811154996,155911.7132452797,285198.3648662702,Service,Suburban,5,38208.32432060076
46839.66132095866,2,332204.5532612313,73757.50815612734,258447.04510510393,Retail,Rural,9,35639.44473285596
34953.47493541116,14,162355.17570370153,165833.6319741684,-3478.456270466879,Manufacturing,Rural,8,6909.0561385242345
28718.027919423566,13,373750.5447805295,105553.58414200842,268196.9606385211,Retail,Urban,2,31483.924943966867
5310.236441653043,29,409408.0083953803,95342.26238819538,314065.7460071849,Retail,Urban,9,30999.271783308104
